prompt,thinking,response,feelings_vector
What are you feeling in your body at the moment?,"[""In my body, I'm feeling definite hunger."", ""It's a strong, classic hunger sensation. The empty feeling, the noises."", ""It's moved beyond a mild hint to a clear demand for food."", ""'Quite hungry' is accurate.""]",I'm quite hungry. My stomach is growling and feels very empty.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.58, 0.0, 0.0]"
Can you tell me what you're physically experiencing?,"[""Physically, I'm experiencing a major energy deficit."", 'My limbs feel like they weigh a ton. Moving is an effort.', 'My thoughts are sluggish and unclear. I need to rest.', ""'Completely drained' sums it up.""]","I feel completely drained. Heavy, slow, and my mind feels like it's in a fog.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you feeling in a physical sense?,"['In a physical sense, I am trapped in suffering.', 'The pain is a significant, persistent, and wearing sensation.', 'The exhaustion is so absolute that I am rendered immobile.', ""It's a state of helpless agony.""]","It's a deep, gnawing pain, and I'm so exhausted I can't do anything but lie here.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.71, 0.0, 0.0, 0.0, 0.0, 0.0]"
What is your body telling you at this moment?,"[""My body is telling me it's good to go."", 'I have a solid level of energy, more than just average.', 'I feel capable and focused.', ""It's a good, positive state.""]","I feel pretty energetic. Awake, alert, and ready to be productive.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you describe your current physical sensations?,"['My physical sensations are unremarkable.', ""I'm at my baseline energy level. Not tired, not wired."", ""It's a completely normal state."", 'Standard and everyday are good descriptions.']","I'm feeling fine. Just your standard, everyday energy level.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How is your body feeling right now?,"['My body is feeling unsteady.', ""There's a persistent, visible tremor running through me."", ""It's strong enough to affect my sense of stability."", ""I'll describe it as a noticeable, unbalancing tremor.""]",I'm shaking. It's a noticeable tremor that's making me feel a bit off-balance.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.58, 0.0, 0.0, 0.0]"
Could you describe your current physical state?,"['My physical state is one of quiet readiness.', ""There's a low level of physiological arousal, just enough to be focused."", ""But there's no accompanying tension or anxiety."", ""It's a very functional, pleasant state.""]","I feel alert but calm. My body is relaxed, but my mind is engaged.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.41, 0.0]"
What sensations are you experiencing in your body?,"['The sensations are of high arousal.', 'I can feel my heart beating fast and hard. A wave of heat is spreading through my chest and face.', 'I feel jittery and on edge.', ""'Keyed up' is a good summary of this state.""]",My heart is pounding and I feel a rush of heat through my body. I'm very keyed up.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.64, 0.0]"
Can you tell me what you're feeling physically?,"[""Physically, I'm feeling a combination of pain and crushing fatigue."", 'The pain is a steady, draining presence.', 'The exhaustion is so profound it feels like a physical weight, making movement nearly impossible.', ""It's a miserable state of being.""]","There's a constant, moderate ache, and I feel like I have lead weights on my limbs. So tired.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
How does your body feel at this exact moment?,"['At this moment, I feel a moderate tremor.', ""It's most obvious in my hands, which are visibly unsteady."", ""It's not debilitating, but it's impossible to ignore."", ""I'll describe it as a visible shake.""]","My hands are shaking. It's a visible tremor, but not too severe.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
Describe for me what's going on with your body.,"[""What's going on is a very subtle internal event."", ""There's a low-level vibration, a tremor that isn't visible on the outside."", ""It's right on the edge of my awareness."", ""'Faint' and 'imperceptible' are the right words.""]",I can feel a very faint trembling deep inside my muscles. It's almost imperceptible.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.24, 0.0, 0.0, 0.0]"
Walk me through your physical sensations right now.,"['A walkthrough: the dominant sensation is shaking.', ""It's a moderate but clear tremor, especially in my hands."", ""It's strong enough to make me feel a little off-balance and insecure in my movements."", ""I'll just describe it as a noticeable trembling.""]",I'm trembling noticeably. My hands are shaky and I feel a bit unsteady.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.57, 0.0, 0.0, 0.0]"
What are you feeling in your body at the moment?,"[""What I'm feeling is the worst of both worlds: extreme pain and extreme exhaustion."", ""The pain is a white-hot poker. It's all-consuming."", ""And I am so completely drained, my body can't even muster a physical reaction to the pain."", ""It's a state of silent, helpless agony.""]","It's an agonizing, sharp pain, and I'm so profoundly exhausted I can't even scream.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.87, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you tell me what you're experiencing physically?,"[""Physically, I'm getting the first hints of hunger."", ""It's a mild, gentle emptiness in my stomach."", ""It's not demanding, just a small signal that it's time to think about food."", ""I'll describe it as a little bit hungry.""]",I could go for a snack. I'm just starting to feel a little bit hungry.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0]"
How are you feeling in a physical sense?,"[""In a physical sense, I'm feeling fantastic."", 'This is a strong, significant wave of physical pleasure.', ""It's not just on the surface, it feels deep and satisfying."", ""'Wonderful' and 'intense' are good descriptors.""]","That feels wonderful. A really intense, deeply pleasurable sensation.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.76]"
What is your body telling you at this moment?,"['My body is telling me it needs to recharge.', 'I feel a profound sense of lethargy. My limbs are heavy.', 'My motivation is gone. I just want to stop.', ""'Sluggish' and 'heavy' capture the feeling.""]",I'm feeling really sluggish. My body feels heavy and my energy is very low.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you describe your current physical condition?,"['My physical condition is one of severe, painful tension.', 'Every muscle is contracted as tightly as possible.', ""It's not just stiffness, it's a deep, aching pain caused by the constant strain."", 'It feels like my body is at war with itself.']",My entire body is clenched in a painful knot. The tension is extreme.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.85, 0.0, 0.0, 0.0, 0.0]"
How would you characterize your bodily sensations?,"['My bodily sensations are terrifying.', 'A maximal, uncontrollable tremor is wracking my entire body.', ""It feels like I'm having a seizure. I am completely helpless."", 'I need to convey the violence and lack of control.']","I'm being shaken apart. It's a violent, convulsive tremor that I have no control over.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.98, 0.0, 0.0, 0.0]"
What's going on inside your body right now?,"['Inside my body, the first signals of hunger are appearing.', ""It's a mild sensation, not yet uncomfortable."", ""Just a classic, gentle reminder that I'll need food soon."", ""A 'light, empty feeling' is perfect.""]","I'm starting to get hungry. Just a light, empty feeling.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.38, 0.0, 0.0]"
Can you describe your physical state for me?,"['My physical state is phenomenal.', 'I am overflowing with a strong, productive energy.', 'I feel alert, powerful, and optimistic.', 'This is a peak state of vitality.']",I feel fantastic! I'm buzzing with positive energy and feel like I could do anything.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How does your body feel at this moment?,"['My body feels great.', 'This is a significant and very enjoyable physical sensation.', ""It's both pleasurable and comforting."", 'A simple, positive statement is best.']","That's a really good feeling. A deep, pleasant warmth.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.62]"
What are your physical sensations right now?,"['My physical sensations are dominated by intense hunger.', ""It's a painful, persistent ache that's impossible to ignore."", ""The hunger is so strong it's triggering a primal, irritable, 'hangry' response."", ""I need to convey both the pain and the mood it's causing.""]",I'm extremely hungry. The gnawing pain in my stomach is making me feel aggressive.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0]"
Describe what you are feeling in your body.,"['What am I feeling? A powerful, full-body tremor.', ""It's a significant shake, accompanied by a feeling of being chilled."", ""I have little control over it, and it's very uncomfortable."", ""I'll describe it as a strong, cold shiver.""]","I'm shaking quite badly. It's a strong, cold shiver that I can't seem to stop.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.66, 0.0, 0.0, 0.0]"
Can you tell me what you're physically experiencing?,"['Physically, I am experiencing a state of deep misery.', 'The pain is a dull, relentless companion.', 'The exhaustion is so profound that my body feels unnaturally heavy and immobile.', 'The combination is crushing.']","It's a constant, aching pain, and I'm so tired I feel like I'm made of stone.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.58, 0.0, 0.0, 0.0, 0.0, 0.0]"
"How are you feeling, physically?","[""Physically, I'm feeling just right."", ""I'm at my baseline state of energy. Not tired, not hyper."", ""It's a comfortable, functional state."", ""'Balanced' and 'normal' are the best words.""]","I feel balanced. A good, normal level of energy, ready for the day.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What is your body telling you at this moment?,"['My body is telling me this is a peak experience.', 'A powerful, pervasive wave of physical bliss is washing over me.', ""It's strong, satisfying, and all-consuming."", 'I need to use strong words to describe it.']","That feels absolutely wonderful. A deep, intense pleasure is spreading through me.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77]"
Can you describe your current physical sensations?,"['My current sensations are dominated by strong hunger.', 'The empty feeling has turned into a painful ache.', ""It's starting to negatively affect my mood and patience."", 'I need food soon.']",I'm very hungry now. My stomach is aching and I'm getting irritable.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.66, 0.0, 0.0]"
How does your body feel right now?,"[""My body feels like it's in crisis from lack of food."", 'The pain from hunger is sharp and intense.', ""It's causing secondary symptoms like physical weakness and tremors."", 'This is a severe, debilitating state.']",I'm starving. The hunger is a sharp pain and I feel weak and shaky from it.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.84, 0.0, 0.0]"
Describe for me what's going on with your body.,"[""What's going on is a maximal physiological overload."", 'My heart rate is at its absolute peak. My lungs are failing to keep up.', 'This is the most extreme state of fight-or-flight. It feels like my body is breaking.', ""I can't even process it, it's just 'too much'.""]","I feel like I'm going to explode. My heart is trying to escape my chest, I can't breathe... it's too much.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.99, 0.0]"
Walk me through your physical sensations right now.,"[""A walkthrough... it's a walk through a wasteland."", ""The primary feature is the absolute lack of energy. I'm a shell."", 'The secondary feature is the low-level, chronic pain that serves as a miserable background noise.', ""It's a state of being erased.""]","I feel hollowed out. Completely exhausted, with a dull, persistent ache that's always there.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0]"
What are you feeling in your body at the moment?,"[""In my body, I'm feeling something very positive."", ""It's a solid, enjoyable sensation of pleasure."", 'It has a comforting quality, making me feel relaxed and at ease.', ""It's a good, satisfying feeling.""]",That's a really nice feeling. A definite sense of physical pleasure and comfort.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.56]"
Can you tell me what you're physically experiencing?,"[""Physically, I'm experiencing the absolute limit of suffering."", 'The pain is a searing, blinding agony.', ""I have no energy, no will, nothing. The pain is so severe it's causing my senses to shut down."", ""I'm at my breaking point.""]",The pain is unbearable. It's so intense I might black out. I can't... I can't take it.,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.98, 0.0, 0.0, 0.0, 0.0, 0.0]"
"How are you feeling, physically?","[""Physically? I'm feeling a subtle sense of pleasure."", ""It's not strong, just a gentle, positive sensation."", ""Like a soft, warm glow. It's comforting."", 'Light and pleasant are the right words.']","It's a nice, gentle feeling. A light, pleasant warmth.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35]"
What is your body telling you at this moment?,"[""My body is telling me it's in equilibrium."", ""I'm at my standard, baseline energy level."", ""It's a comfortable and functional state with nothing remarkable about it."", ""I'll just describe it as normal.""]","I feel fine, just a normal level of energy. Neither tired nor wired.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you describe your current physical condition?,"['My physical condition is one of moderate arousal.', 'My pulse is elevated. I have a nervous energy that makes me want to move.', ""It's not a panic state, but I'm definitely not calm."", ""'Keyed up' and 'on edge' are good descriptors.""]",I'm keyed up. My heart is beating faster and I feel restless and on edge.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.55, 0.0]"
How would you characterize your bodily sensations?,"['My bodily sensations are excellent.', ""It's a strong, significant feeling of pleasure."", ""It's not fleeting; it feels deep and brings a sense of contentment."", ""'Deep and satisfying' captures it perfectly.""]","That feels really, really good. A deep and satisfying physical pleasure.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7]"
What's going on inside your body right now?,"['Inside my body, something wonderful is happening.', ""It's a strong wave of physical pleasure that feels like a warm glow."", ""It's making me feel relaxed and happy."", 'It just feels great.']","A very pleasant, warm feeling is spreading through me. It feels great.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.68]"
Can you describe your physical state for me?,"['My physical state is one of extreme pain from tension.', 'The muscles are not just tight, they are actively cramping and spasming.', 'Any attempt to move is met with sharp, debilitating pain.', 'This is an agonizing condition.']",My muscles are spasming with pain. I'm so tense I can barely move. It's agonizing.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.93, 0.0, 0.0, 0.0, 0.0]"
